File,Issue,Date,Details
2017507,Gantry,20/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,21/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,22/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,23/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,24/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,25/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,26/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,27/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,28/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,29/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,30/9/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,1/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,2/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,3/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,4/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,5/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,6/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,7/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,8/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,9/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,10/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,11/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,12/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,13/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,14/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,15/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,16/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,17/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,18/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,19/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,20/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,21/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,22/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,23/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,24/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,25/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,26/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,27/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,28/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,29/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,30/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,31/10/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,1/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,2/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,3/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,4/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,5/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,6/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,7/11/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
,,8/11/2023,"No maintenance has been done, Please do soon"
,,9/11/2023,"No maintenance has been done, Please do soon"
,,10/11/2023,"No maintenance has been done, Please do soon"
,,11/11/2023,"No maintenance has been done, Please do soon"
,,12/11/2023,"No maintenance has been done, Please do soon"
,,13/11/2023,"No maintenance has been done, Please do soon"
,,14/11/2023,"No maintenance has been done, Please do soon"
,,15/11/2023,"No maintenance has been done, Please do soon"
,,16/11/2023,"No maintenance has been done, Please do soon"
,,17/11/2023,"No maintenance has been done, Please do soon"
,,18/11/2023,"No maintenance has been done, Please do soon"
,,19/11/2023,"No maintenance has been done, Please do soon"
,,20/11/2023,"No maintenance has been done, Please do soon"
,,21/11/2023,"No maintenance has been done, Please do soon"
,,22/11/2023,"No maintenance has been done, Please do soon"
,,23/11/2023,"No maintenance has been done, Please do soon"
,,24/11/2023,"No maintenance has been done, Please do soon"
,,25/11/2023,"No maintenance has been done, Please do soon"
,,26/11/2023,"No maintenance has been done, Please do soon"
,,27/11/2023,"No maintenance has been done, Please do soon"
,,28/11/2023,"No maintenance has been done, Please do soon"
,,29/11/2023,"No maintenance has been done, Please do soon"
,,30/11/2023,"No maintenance has been done, Please do soon"
,,1/12/2023,"No maintenance has been done, Please do soon"
,,2/12/2023,"No maintenance has been done, Please do soon"
,,3/12/2023,"No maintenance has been done, Please do soon"
,,4/12/2023,"No maintenance has been done, Please do soon"
,,5/12/2023,"No maintenance has been done, Please do soon"
,,6/12/2023,"No maintenance has been done, Please do soon"
,,7/12/2023,"No maintenance has been done, Please do soon"
2018444,Software,8/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Comminication error occur
3) Check the error code on GCIFA found previos error ocuur on Channel 4
4) Perform MUDAT Test no error ocuur on DCA
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scaning
6) Reset cable at OPCONTA GCIFA OK
7) KIV the symptom 1 week "
2018444,Software,9/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,10/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,11/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,12/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,13/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,14/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,15/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,16/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,17/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,18/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,19/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
